latency_ns
500099726
500082664
502155452
504415131
507183581
508278820
508489444
508667888
508714224
508741366
508810214
509181489
1000266008
1000278622
1002293131
1004537831
1007259573
1008370080
1008567130
1008802771
1008842044
1008838888
1008906033
1009290803
1500199895
1500229310
1502318138
1504547188
1507265804
1508379027
1508566448
1508822277
1508853805
1508876708
1508915541
1509303637
2000287389
2000286606
2002336492
2004561344
2007307042
2008455902
2008612003
2008906775
2008901575
2008917615
2008984531
2009350114
2500236363
2500264335
2502292249
2504539464
2507269272
2508451634
2508578682
2508888812
2508882901
2508900213
2508979141
2509297346
3000191921
3000211608
3002269588
3004486065
3007240618
3008403393
3008548405
3008854939
3008872181
3008928125
3008910662
3009268442
3500168667
3500185538
3502242186
3504456078
3507212255
3508375251
3508520984
3508845461
3508864977
3508899351
3508922195
3509240299
4000141837
4000155913
4002213473
4004435610
4007215762
4008353460
4008492791
4008810887
4008839661
4008872622
4008930550
4009209282
4500107843
4500119004
4502181814
4504402729
4507227414
4508318345
4508457926
4508778005
4508800467
4508877742
4508948324
4509177863
5000083478
5000099087
5002171474
5004391759
5007202458
5008295253
5008432569
5008789097
5008783967
5008852896
5008923618
5009163627
5500053333
5500064784
5502137311
5504355542
5507193191
5508273552
5508401741
5508754542
5508774329
5508824552
5508909081
5509130576
6000268986
6000273114
6002209026
6004443125
6007237904
6008323395
6008435194
6008799847
6008840042
6008882943
6008971608
6009192322
6500210888
6500209004
6502218765
6504445440
6507237273
6508315421
6508438051
6508812762
6508829914
6508873095
6508989232
6509201710
7000178888
7000176984
7002191544
7004432256
7007202790
7008282229
7008402434
7008782114
7008796452
7008836736
7008983972
7009166233
7500158591
7500165294
7502164083
7504426406
7507178675
7508259026
7508389501
7508770513
7508784199
7508811540
7508992719
7509141026
8000234172
8000232869
8002200481
8004445962
8007214933
8008321533
8008422282
8008848590
8008853129
8008880099
8009035430
8009166925
8500171726
8500169442
8502191044
8504414515
8507242916
8508303771
8508406603
8508847428
8508839794
8508908803
8509056399
8509144503
9000145918
9000144305
9002201804
9004398364
9007217980
9008278184
9008383841
9008829235
9008827151
9008881323
9009073121
9009128074
9500125781
9500123096
9502143887
9504371314
9507183115
9508250602
9508349678
9508798857
9508793397
9508852308
9509043305
9509095774
10000095825
10000093511
10002119752
10004337882
10007181403
10008221569
10008324401
10008769954
10008768091
10008819738
10009020433
10009066911
10500071390
10500069006
10502091409
10504319788
10507178927
10508196161
10508295497
10508742052
10508739056
10508795182
10508984917
10509038257
11000038850
11000036606
11002060372
11004282740
11007154563
11008167288
11008266393
11008709872
11008709663
11008763022
11008959150
11009024902
11500012340
11500006399
11502032770
11504248637
11507126952
11508136150
11508237180
11508679968
11508677213
11508734970
11508928734
11509012991
11999983617
11999982095
12002006602
12004225594
12007095012
12008112325
12008210660
12008652526
12008645914
12008709744
12008891594
12008988945
12499943333
12499949494
12501975275
12504189357
12507108839
12508077361
12508179392
12508616590
12508616550
12508716717
12508908446
12508949593
12999924327
12999922404
13001965175
13004175100
13007082320
13008052295
13008156891
13008598186
13008586805
13008695218
13008880494
13008936579
13499898210
13499895905
13501931945
13504145435
13507050050
13508021418
13508125673
13508563883
13508556158
13508660003
13508850750
13508903207
13999869696
13999867553
14001904684
14004114137
14007020806
14007996040
14008096759
14008535019
14008526904
14008634014
14008823909
14008873161
14499840814
14499838469
14501880720
14504085735
14506995619
14507966897
14508072033
14508509612
14508501828
14508602827
14508778836
14508843376
14999790008
14999796330
15001831679
15004033568
15006946198
15007918527
15008020348
15008457506
15008452166
15008553175
15008744042
15008793394
15499763670
15499761406
15501805610
